解剖学::01 脳神経	滑車神経（Ⅳ）が支配する筋は？	上斜筋のみ	名前と作用が逆に感じるので注意	脳神経,支配
解剖学::01 脳神経	滑車神経（Ⅳ）麻痺の症状は？	下斜視・複視（下方視で増強）、代償性の頭部傾斜	階段を下りるときに複視が強い	脳神経,障害
解剖学::01 脳神経	第Ⅴ脳神経の名称と機能は？	三叉神経（trigeminal nerve）／顔面の知覚（一般・痛覚・温度覚）＋ 咀嚼運動	感覚と運動の混合神経	脳神経,総論
解剖学::01 脳神経	三叉神経（Ⅴ）の出入口は？	出：橋（側面）　入：卵円孔（三叉神経節）　※V1 上眼窩裂・V2 正円孔・V3 卵円孔	3枝それぞれ通る孔が異なる	脳神経,出入口
解剖学::01 脳神経	三叉神経（Ⅴ）の支配領域は？	顔面の知覚（前頭部〜下顎）と咀嚼筋（咬筋・側頭筋など）	角膜反射の求心路	脳神経,支配
解剖学::01 脳神経	三叉神経（Ⅴ）が障害されると？	顔面の知覚低下・消失、咀嚼筋の麻痺・咬合力低下、角膜反射消失	三叉神経痛も重要	脳神経,障害
解剖学::01 脳神経	第Ⅵ脳神経の名称と機能は？	外転神経（abducens nerve）／眼球の外転（外側注視）	外直筋のみを支配	脳神経,総論
解剖学::01 脳神経	外転神経（Ⅵ）の出入口は？	出：橋延髄移行部（橋底部）　入：上眼窩裂	頭蓋内走行が長く、頭蓋内圧亢進で麻痺しやすい	脳神経,出入口
解剖学::01 脳神経	外転神経（Ⅵ）麻痺の症状は？	内斜視・複視（外方視で増強）	眼球が外転できない	脳神経,障害
解剖学::01 脳神経	第Ⅶ脳神経の名称と機能は？	顔面神経（facial nerve）／表情筋の運動、味覚（舌前2/3）、涙・唾液の分泌	運動＋味覚＋副交感の混合	脳神経,総論
解剖学::01 脳神経	顔面神経（Ⅶ）の出入口は？	出：橋延髄移行部（小脳橋角部）　入：内耳道 → 顔面神経管 → 茎乳突孔	茎乳突孔から顔面へ出る	脳神経,出入口
解剖学::01 脳神経	顔面神経（Ⅶ）の支配領域は？	表情筋、味覚（舌前2/3）、涙腺・唾液腺（顎下腺・舌下腺）、耳介後部の知覚、アブミ骨筋	耳下腺は Ⅸ（舌咽神経）が支配	脳神経,支配
解剖学::01 脳神経	顔面神経（Ⅶ）麻痺の症状は？	顔面神経麻痺（口角下垂・閉眼不能）、味覚障害、涙・唾液分泌低下、アブミ骨筋麻痺による聴過敏	中枢性では前額のしわ寄せが保たれる	脳神経,障害
解剖学::01 脳神経	第Ⅷ脳神経の名称と機能は？	前庭蝸牛神経（vestibulocochlear nerve）／聴覚・平衡感覚	特殊感覚	脳神経,総論
解剖学::01 脳神経	前庭蝸牛神経（Ⅷ）の出入口は？	出：延髄（小脳橋角部）　入：内耳道	Ⅶ と一緒に内耳道を通る	脳神経,出入口
解剖学::01 脳神経	前庭蝸牛神経（Ⅷ）が障害されると？	難聴・耳鳴・めまい・平衡障害	聴神経腫瘍（小脳橋角部腫瘍）	脳神経,障害
解剖学::01 脳神経	第Ⅸ脳神経の名称と機能は？	舌咽神経（glossopharyngeal nerve）／嚥下、味覚（舌後1/3）、唾液分泌（耳下腺）、血圧・化学受容	頸動脈小体・頸動脈洞	脳神経,総論
解剖学::01 脳神経	舌咽神経（Ⅸ）の出入口は？	出：延髄（後オリーブ溝）　入：頸静脈孔	Ⅹ・Ⅺ と一緒に頸静脈孔	脳神経,出入口
解剖学::01 脳神経	舌咽神経（Ⅸ）の支配領域は？	味覚（舌後1/3）・咽頭・耳管、耳下腺、頸動脈小体、大部分の舌咽頭筋	唾液腺のうち耳下腺のみ Ⅸ	脳神経,支配
解剖学::01 脳神経	舌咽神経（Ⅸ）が障害されると？	嚥下障害、味覚障害（舌後1/3）、唾液分泌低下、咽頭知覚低下（咽頭反射の求心路消失）	咽頭反射：求心 Ⅸ、遠心 Ⅹ	脳神経,障害
解剖学::01 脳神経	第Ⅹ脳神経の名称と機能は？	迷走神経（vagus nerve）／嚥下・発声、内臓機能の調節（心拍・呼吸・消化）	最も広く分布する副交感神経	脳神経,総論
解剖学::01 脳神経	迷走神経（Ⅹ）の出入口は？	出：延髄（後オリーブ溝）　入：頸静脈孔	Ⅸ・Ⅺ と同じ孔	脳神経,出入口
解剖学::01 脳神経	迷走神経（Ⅹ）の支配領域は？	咽頭・喉頭・心臓・肺・消化管（〜結腸左彎曲まで）、耳介・外耳道の一部	結腸左彎曲以降は骨盤内臓神経（S2–S4）	脳神経,支配
解剖学::01 脳神経	迷走神経（Ⅹ）が障害されると？	嗄声、嚥下障害、軟口蓋麻痺（カーテン徴候）、心拍変動、消化機能低下	反回神経麻痺で嗄声	脳神経,障害
解剖学::01 脳神経	第Ⅺ脳神経の名称と機能は？	副神経（accessory nerve）／頭部回旋・側屈、肩甲骨挙上	純運動神経	脳神経,総論
解剖学::01 脳神経	副神経（Ⅺ）の出入口は？	出：延髄（副神経根）＋ 頸髄 C1〜C5（脊髄根）　入：頸静脈孔（頭蓋内根）／僧帽筋後縁（脊髄根）	延髄根と脊髄根がある	脳神経,出入口
解剖学::01 脳神経	副神経（Ⅺ）が支配する筋は？	胸鎖乳突筋・僧帽筋	SCM と僧帽筋	脳神経,支配
解剖学::01 脳神経	副神経（Ⅺ）が障害されると？	胸鎖乳突筋麻痺（顔を反対側に回せない）、僧帽筋麻痺（肩の挙上障害）	頸部郭清術の合併症	脳神経,障害
解剖学::01 脳神経	第Ⅻ脳神経の名称と機能は？	舌下神経（hypoglossal nerve）／舌の運動（前方突出・左右運動）	純運動神経	脳神経,総論
解剖学::01 脳神経	舌下神経（Ⅻ）の出入口は？	出：延髄（舌下神経溝＝前外側溝）　入：舌下神経管	舌下神経管を通る	脳神経,出入口
解剖学::01 脳神経	舌下神経（Ⅻ）が支配する筋は？	舌筋群（外舌筋・内舌筋）。ただし舌骨舌筋を除く	口蓋舌筋は迷走神経支配	脳神経,支配
解剖学::01 脳神経	舌下神経（Ⅻ）が障害されると？	舌の偏位（挺舌時に患側へ向かう）、構音障害、摂食・嚥下障害	「舌は患側に向かう」	脳神経,障害
解剖学::01 脳神経	上眼窩裂を通る脳神経は？	Ⅲ 動眼神経・Ⅳ 滑車神経・Ⅵ 外転神経（＋ Ⅴ1 眼神経）	眼球運動 3 兄弟	脳神経,まとめ
解剖学::01 脳神経	頸静脈孔を通る脳神経は？	Ⅸ 舌咽神経・Ⅹ 迷走神経・Ⅺ 副神経	9・10・11 セット	脳神経,まとめ
解剖学::01 脳神経	眼球運動を司る 3 つの脳神経とその筋の覚え方は？	Ⅲ 動眼＝「内下上」（内直・下直・上直・下斜）、Ⅳ 滑車＝上斜筋（下斜視）、Ⅵ 外転＝外直筋	LR6 SO4 R3	脳神経,まとめ
解剖学::01 脳神経	味覚に関与する脳神経とその領域は？	Ⅶ 顔面神経＝舌前 2/3、Ⅸ 舌咽神経＝舌後 1/3（Ⅹ 迷走神経＝喉頭蓋周囲）	味覚は 7・9	脳神経,まとめ
解剖学::01 脳神経	副交感線維を含む脳神経は？	Ⅲ 動眼・Ⅶ 顔面・Ⅸ 舌咽・Ⅹ 迷走	3・7・9・10	脳神経,まとめ
解剖学::01 脳神経	脳幹の各部から出る脳神経を整理せよ	中脳：Ⅲ・Ⅳ　橋：Ⅴ・Ⅵ・Ⅶ・Ⅷ　延髄：Ⅸ・Ⅹ・Ⅺ・Ⅻ	Ⅰ・Ⅱ は大脳由来	脳神経,まとめ
解剖学::01 脳神経	純粋な感覚（特殊感覚）のみの脳神経は？	Ⅰ 嗅神経・Ⅱ 視神経・Ⅷ 前庭蝸牛神経	1・2・8	脳神経,まとめ
解剖学::01 脳神経	純粋な運動のみの脳神経は？	Ⅲ・Ⅳ・Ⅵ（眼球運動）、Ⅺ 副神経、Ⅻ 舌下神経	混合は Ⅴ・Ⅶ・Ⅸ・Ⅹ	脳神経,まとめ
解剖学::01 脳神経	唾液腺の神経支配を整理せよ	耳下腺 → Ⅸ 舌咽神経　顎下腺・舌下腺 → Ⅶ 顔面神経	耳下腺だけ Ⅸ	脳神経,まとめ
